Transformation Name, Clone Number, Input Size, Feature Number, Rules per Feature, Runtime, Clauses, Variables, Clauses/Variables, Slow-down Ratio
move_Domain_from_Model,4,2569,40,13,124.88634099999999,5848,2,2924.0,1.0
move_Domain_from_Model,4,2569,60,13,127.90040400000001,5838,2,2919.0,1.0
move_Domain_from_Model,4,2569,80,13,124.877366,5848,2,2924.0,1.0
move_Domain_from_Model,1,322,40,13,10.759803999999999,365,2,182.5,1.0
move_Domain_from_Model,4,2569,100,13,125.271964,5837,2,2918.5,1.0
move_Domain_from_Model,1,322,60,13,10.860559,398,2,199.0,1.0
move_Domain_from_Model,1,322,80,13,10.751891,399,2,199.5,1.0
move_Domain_from_Model,1,322,100,13,11.128589,405,2,202.5,1.0
move_Domain_from_Model,2,643,20,13,21.617843999999998,1462,2,731.0,1.0
move_Domain_from_Model,2,643,40,13,21.692733,1458,2,729.0,1.0
move_Domain_from_Model,2,643,60,13,21.6094,1460,2,730.0,1.0
move_Domain_from_Model,2,643,80,13,22.565061999999998,1449,2,724.5,1.0
move_Class_from_Domain,1,322,20,13,13.178180000000001,679,2,339.5,1.0
move_Class_from_Domain,2,643,100,13,22.061675,1455,2,727.5,1.0
move_Class_from_Domain,3,1285,20,13,51.278292,2932,2,1466.0,1.0
move_Class_from_Domain,3,1285,40,13,50.224822,2933,2,1466.5,1.0
move_Class_from_Domain,3,1285,60,13,49.28143300000001,2920,2,1460.0,1.0
move_Class_from_Domain,3,1285,80,13,49.331304,2915,2,1457.5,1.0
move_Class_from_Domain,3,1285,100,13,48.424726,2899,2,1449.5,1.0
move_Class_from_Domain,4,2569,20,13,130.151375,5877,2,2938.5,1.0
move_Class_from_Domain,4,2569,40,13,124.526929,5866,2,2933.0,1.0
move_Class_from_Domain,4,2569,60,13,127.98312100000001,5856,2,2928.0,1.0
move_Class_from_Domain,4,2569,80,13,125.950755,5866,2,2933.0,1.0
move_Class_from_Domain,1,322,40,13,12.941431999999999,680,2,340.0,1.0
move_Class_from_Domain,4,2569,100,13,127.55558200000002,5855,2,2927.5,1.0
move_Class_from_Domain,1,322,60,13,13.060618999999999,677,2,338.5,1.0
move_Class_from_Domain,1,322,80,13,13.270463,678,2,339.0,1.0
move_Class_from_Domain,1,322,100,13,13.059463999999998,673,2,336.5,1.0
move_Class_from_Domain,2,643,20,13,22.502973,1468,2,734.0,1.0
move_Class_from_Domain,2,643,40,13,22.138238,1464,2,732.0,1.0
move_Class_from_Domain,2,643,60,13,22.013984,1466,2,733.0,1.0
move_Class_from_Domain,2,643,80,13,22.175418999999998,1455,2,727.5,1.0
move_Comment_from_Model,1,322,20,13,12.92886,685,2,342.5,1.0
move_Comment_from_Model,2,643,100,13,22.857613,1449,2,724.5,1.0
move_Comment_from_Model,3,1285,20,13,51.068634,2922,2,1461.0,1.0
move_Comment_from_Model,3,1285,40,13,48.664763,2923,2,1461.5,1.0
move_Comment_from_Model,3,1285,60,13,48.76274,2910,2,1455.0,1.0
move_Comment_from_Model,3,1285,80,13,48.447969,2905,2,1452.5,1.0
move_Comment_from_Model,3,1285,100,13,49.627095,2889,2,1444.5,1.0
move_Comment_from_Model,4,2569,20,13,129.74056099999999,5859,2,2929.5,1.0
move_Comment_from_Model,4,2569,40,13,126.31353,5848,2,2924.0,1.0
move_Comment_from_Model,4,2569,60,13,127.683311,5838,2,2919.0,1.0
move_Comment_from_Model,4,2569,80,13,125.662498,5848,2,2924.0,1.0
move_Comment_from_Model,1,322,40,13,12.798377,682,2,341.0,1.0
move_Comment_from_Model,4,2569,100,13,123.379827,5837,2,2918.5,1.0
move_Comment_from_Model,1,322,60,13,13.191497,681,2,340.5,1.0
move_Comment_from_Model,1,322,80,13,14.427147,682,2,341.0,1.0
move_Comment_from_Model,1,322,100,13,13.246203999999999,675,2,337.5,1.0
move_Comment_from_Model,2,643,20,13,22.689578,1462,2,731.0,1.0
move_Comment_from_Model,2,643,40,13,21.913539,1458,2,729.0,1.0
move_Comment_from_Model,2,643,60,13,22.977087,1460,2,730.0,1.0
move_Comment_from_Model,2,643,80,13,23.074586,1449,2,724.5,1.0
